CustomerSRKey,CustomerKey,CustomerCode,Name,Education,Occupation
1830,4118,15117,"Dominguez, Dana",Partial College,Management
1831,4167,15166,"Goel, Nina",Bachelors,Management
1832,4168,15167,"Hernandez, Sara",Bachelors,Management
1833,4174,15173,"Henderson, Miguel",Partial College,Skilled Manual
1834,4175,15174,"Rogers, Trinity",High School,Skilled Manual
1835,4194,15193,"King, Samuel",Bachelors,Management
1836,4195,15194,"Suarez, Erik",Bachelors,Management
1837,4196,15195,"Huang, Edwin",Bachelors,Management
1838,4197,15196,"Reed, Isaiah",Bachelors,Management
1839,4244,15243,"Harris, Lauren",High School,Skilled Manual
1840,4246,15245,"Ross, Eduardo",High School,Skilled Manual
1841,4247,15246,"Watson, Kaitlyn",High School,Skilled Manual
1842,4249,15248,"Harris, Richard",High School,Skilled Manual
1843,4250,15249,"Anderson, Abigail",High School,Skilled Manual
1844,4251,15250,"Scott, Jose",High School,Skilled Manual
1845,4253,15252,"Murphy, Jada",High School,Skilled Manual
1846,4255,15254,"Chapman, Carla",High School,Skilled Manual
1847,4256,15255,"Collins, Evan",High School,Skilled Manual
1848,4257,15256,"Ramirez, Dalton",High School,Skilled Manual
1849,4258,15257,"Anderson, Matthew",High School,Skilled Manual
1850,4259,15258,"Reed, Chloe",High School,Skilled Manual
1851,4260,15259,"Zhu, Franklin",Partial High School,Clerical
1852,4261,15260,"Torres, Kathleen",Partial High School,Clerical
1853,4270,15269,"King, Chloe",High School,Skilled Manual
1854,4271,15270,"Cox, Ariana",High School,Skilled Manual
1855,4272,15271,"Yang, Samuel",High School,Skilled Manual
1856,4273,15272,"Gonzales, Kyle",High School,Skilled Manual
1857,4274,15273,"Alexander, Brandon",Partial College,Skilled Manual
1858,4275,15274,"Johnson, Alexander",Partial College,Skilled Manual
1859,4276,15275,"Collins, Eric",Partial College,Skilled Manual
1860,4277,15276,"Hall, Megan",Partial College,Skilled Manual
1861,4278,15277,"Griffin, Hailey",Partial College,Skilled Manual
1862,4279,15278,"Russell, Brandon",Partial College,Skilled Manual
1863,4280,15279,"Lee, Hunter",Partial College,Skilled Manual
1864,4281,15280,"Griffin, Mya",Bachelors,Management
1865,4282,15281,"Anderson, Hunter",Graduate Degree,Management
1866,4283,15282,"Thomas, Elizabeth",Bachelors,Management
1867,4285,15284,"Prasad, Jay",Graduate Degree,Skilled Manual
1868,4286,15285,"Rodriguez, Olivia",Graduate Degree,Skilled Manual
1869,4287,15286,"Nelson, Thomas",Graduate Degree,Skilled Manual
1870,4288,15287,"Baker, Stephanie",Graduate Degree,Skilled Manual
1871,4289,15288,"Perry, Logan",Graduate Degree,Skilled Manual
1872,4290,15289,"Gray, Katelyn",Graduate Degree,Skilled Manual
1873,4291,15290,"Thompson, Edward",Graduate Degree,Skilled Manual
1874,4293,15292,"Bailey, Megan",Graduate Degree,Skilled Manual
1875,4294,15293,"Watson, Mason",Graduate Degree,Skilled Manual
1876,4295,15294,"Robinson, Michael",Graduate Degree,Skilled Manual
1877,4296,15295,"Shan, Louis",Graduate Degree,Skilled Manual
1878,4297,15296,"Peterson, Chloe",Graduate Degree,Skilled Manual
1879,4298,15297,"Bryant, Nicole",Graduate Degree,Skilled Manual
1880,4299,15298,"Chandra, Joe",Bachelors,Skilled Manual
1881,4300,15299,"Lopez, Charles",Bachelors,Skilled Manual
1882,4301,15300,"Butler, Seth",Graduate Degree,Skilled Manual
1883,4302,15301,"Guo, Amy",Graduate Degree,Professional
1884,4303,15302,"Thomas, Brianna",Graduate Degree,Professional
1885,4304,15303,"Patterson, Haley",Bachelors,Management
1886,4306,15305,"Ortega, Jacquelyn",Bachelors,Management
1887,4307,15306,"Sanchez, Victoria",Bachelors,Management
1888,4308,15307,"Garcia, Jennifer",Bachelors,Management
1889,4309,15308,"Lal, Christy",Bachelors,Management
1890,4310,15309,"Wilson, Dylan",Bachelors,Management
1891,4312,15311,"Thompson, Brandon",Bachelors,Management
1892,4313,15312,"Gonzales, Alexandria",Bachelors,Management
1893,4314,15313,"Morris, Garrett",Bachelors,Management
1894,4315,15314,"Torres, Eduardo",Bachelors,Management
1895,4316,15315,"Bennett, Katherine",Bachelors,Management
1896,4317,15316,"Harris, Alexis",Bachelors,Management
1897,4318,15317,"Jenkins, Rachel",Bachelors,Management
1898,4319,15318,"Watson, Grace",Bachelors,Management
1899,4320,15319,"Sanchez, Jade",Bachelors,Management
1900,4321,15320,"Brooks, Eduardo",Bachelors,Management
1901,4322,15321,"Phillips, Blake",Bachelors,Management
1902,4323,15322,"Green, Evan",Bachelors,Management
1903,4325,15324,"Serrano, Renee",High School,Professional
1904,4326,15325,"Hayes, Elijah",Partial College,Professional
1905,4327,15326,"Zheng, Todd",Partial College,Professional
1906,4328,15327,"Hernandez, Paula",Bachelors,Management
1907,4329,15328,"Jackson, Fernando",Bachelors,Management
1908,4330,15329,"Cox, Brianna",Bachelors,Management
1909,4331,15330,"Richardson, Catherine",Partial College,Professional
1910,4332,15331,"Taylor, Jacob",Partial College,Professional
1911,4333,15332,"Sharma, Jason",Partial College,Professional
1912,4334,15333,"Diaz, Marie",Bachelors,Management
1913,4336,15335,"Patterson, Emily",Partial College,Professional
1914,4337,15336,"Garcia, Marco",Partial College,Professional
1915,4338,15337,"Gonzales, Rachel",Partial College,Professional
1916,4339,15338,"Navarro, Marie",Partial College,Professional
1917,4340,15339,"Zhang, Noah",Partial College,Professional
1918,4342,15341,"Deng, Lacey",Partial College,Professional
1919,4343,15342,"Raji, Ashlee",Partial College,Professional
1920,4344,15343,"Barnes, Carson",Partial College,Professional
1921,4345,15344,"Russell, Luke",Partial College,Professional
1922,4346,15345,"Perry, Ashley",Partial College,Professional
1923,4347,15346,"Rodriguez, Charles",Partial College,Professional
1924,4348,15347,"Alonso, Deanna",High School,Professional
1925,4349,15348,"Carter, Greg",Partial College,Professional
1926,4350,15349,"Gonzalez, Stephanie",Partial College,Professional
1927,4351,15350,"Serrano, Kathleen",Partial College,Professional
1928,4352,15351,"Lu, Steve",Partial College,Professional
1929,4353,15352,"Martinez, Raymond",Bachelors,Management
1930,4357,15356,"Jai, Dawn",Partial High School,Professional
1931,4358,15357,"Navarro, Craig",Partial High School,Professional
1932,4359,15358,"Sanders, Danielle",Graduate Degree,Management
1933,4360,15359,"Yang, Logan",Graduate Degree,Management
1934,4361,15360,"Martin, Ryan",Graduate Degree,Management
1935,4362,15361,"Gonzales, Thomas",Graduate Degree,Management
1936,4365,15364,"Bryant, Aidan",Partial College,Professional
1937,4366,15365,"Gray, Victoria",Bachelors,Management
1938,4367,15366,"Coleman, Alyssa",Graduate Degree,Management
1939,4368,15367,"White, Alyssa",Partial College,Professional
1940,4369,15368,"Martin, Brandi",Bachelors,Management
1941,4370,15369,"Perez, Connor",Partial College,Professional
1942,4371,15370,"Butler, Jessica",Partial College,Professional
1943,4372,15371,"Bryant, Cameron",Partial College,Professional
1944,4373,15372,"Alexander, Miguel",Partial College,Professional
1945,4374,15373,"Jones, Kaitlyn",Graduate Degree,Management
1946,4380,15379,"Griffin, Amanda",Bachelors,Management
1947,4381,15380,"Robinson, Nathan",Partial College,Professional
1948,4382,15381,"Howard, Alexa",Partial College,Professional
1949,4383,15382,"Blue, Kimberly",Bachelors,Management
1950,4384,15383,"Rivera, Charles",Bachelors,Management
1951,4385,15384,"Alan, Xavier",Partial College,Professional
1952,4386,15385,"Reed, Destiny",High School,Professional
1953,4387,15386,"Taylor, Nicholas",High School,Professional
1954,4388,15387,"Rodriguez, Miguel",Partial College,Professional
1955,4389,15388,"Smith, Victoria",Bachelors,Management
1956,4390,15389,"King, Joan",Bachelors,Management
1957,4391,15390,"Turner, Jonathan",High School,Professional
1958,4393,15392,"Brown, Sydney",Partial High School,Skilled Manual
1959,4394,15393,"Ruiz, Rebekah",Graduate Degree,Management
1960,4398,15397,"Tang, Karl",Partial College,Professional
1961,4399,15398,"Wang, Jose",Partial College,Professional
1962,4412,15411,"Chandra, Jay",Graduate Degree,Management
1963,4413,15412,"Griffin, Ryan",Graduate Degree,Management
1964,4415,15414,"Richardson, Isaac",Graduate Degree,Management
1965,4416,15415,"Gray, Rachel",Graduate Degree,Management
1966,4417,15416,"Barnes, Edward",Graduate Degree,Management
1967,4418,15417,"Lu, Alvin",Graduate Degree,Management
1968,4420,15419,"Baker, Carlos",Bachelors,Management
1969,4421,15420,"Hernandez, Nathan",Bachelors,Management
1970,4422,15421,"Clark, Cameron",Bachelors,Management
1971,4423,15422,"Griffin, Kelly",High School,Skilled Manual
1972,4424,15423,"Long, Jack",High School,Skilled Manual
1973,4425,15424,"Hill, Rebecca",Partial College,Skilled Manual
1974,4428,15427,"Murphy, Jade",Partial College,Skilled Manual
1975,4429,15428,"Howard, Richard",Partial College,Skilled Manual
1976,4430,15429,"Li, Aaron",Partial College,Skilled Manual
1977,4431,15430,"Jiménez, Alfredo",Partial College,Skilled Manual
1978,4432,15431,"Jackson, John",Partial College,Skilled Manual
1979,4433,15432,"Kumar, Alvin",Partial College,Skilled Manual
1980,4434,15433,"Sharma, Adam",Partial College,Skilled Manual
1981,4444,15443,"Patel, Francisco",Graduate Degree,Manual
1982,4455,15454,"Bennett, Ian",Bachelors,Clerical
1983,4457,15456,"Suri, Donald",Bachelors,Clerical
1984,4458,15457,"Martinez, Adriana",Partial College,Manual
1985,4459,15458,"Ma, Krystal",Partial College,Manual
1986,4460,15459,"Dominguez, Beth",Partial College,Manual
1987,4461,15460,"Nara, Bethany",Partial College,Manual
1988,4467,15466,"Perez, Elijah",Bachelors,Skilled Manual
1989,4468,15467,"Shan, Caleb",Bachelors,Skilled Manual
1990,4470,15469,"Williams, Fernando",Graduate Degree,Professional
1991,4471,15470,"Lopez, Hailey",Graduate Degree,Professional
1992,4472,15471,"White, Destiny",Bachelors,Skilled Manual
1993,4473,15472,"Torres, Jennifer",Bachelors,Skilled Manual
1994,4474,15473,"Jenkins, Abigail",Bachelors,Skilled Manual
1995,4475,15474,"Lal, Cameron",Bachelors,Skilled Manual
1996,4476,15475,"Brooks, Kaitlyn",Bachelors,Skilled Manual
1997,4477,15476,"Powell, Alyssa",Graduate Degree,Professional
1998,4478,15477,"Adams, Jose",Graduate Degree,Professional
1999,4480,15479,"Wright, Andrea",Graduate Degree,Professional
2000,4481,15480,"Lopez, Denise",Graduate Degree,Professional
2001,4482,15481,"Zhang, Jamie",Graduate Degree,Professional
2002,4483,15482,"Rubio, Audrey",Graduate Degree,Professional
2003,4484,15483,"Robinson, Katherine",Graduate Degree,Professional
2004,4485,15484,"Henderson, Samuel",Graduate Degree,Professional
2005,4486,15485,"Wright, Jordan",Graduate Degree,Professional
2006,4487,15486,"Griffin, Kevin",Graduate Degree,Professional
2007,4488,15487,"Ramirez, Jesse",Graduate Degree,Professional
2008,4490,15489,"Thompson, Emily",Bachelors,Skilled Manual
2009,4492,15491,"Li, Shannon",Bachelors,Skilled Manual
2010,4493,15492,"Long, Grace",Bachelors,Skilled Manual
2011,4494,15493,"Chen, Eric",Bachelors,Skilled Manual
2012,4496,15495,"Alonso, Craig",High School,Skilled Manual
2013,4497,15496,"Goel, Kelli",High School,Skilled Manual
2014,4498,15497,"Phillips, Katelyn",Bachelors,Professional
2015,4500,15499,"Thomas, Robert",Graduate Degree,Professional
2016,4501,15500,"Raji, Keith",Graduate Degree,Professional
2017,4502,15501,"Simmons, Justin",Graduate Degree,Professional
2018,4503,15502,"Howard, Nathaniel",Bachelors,Professional
2019,4504,15503,"James, Caitlin",Bachelors,Skilled Manual
2020,4505,15504,"James, Jared",Bachelors,Skilled Manual
2021,4506,15505,"Bailey, Gabriella",Bachelors,Skilled Manual
2022,4507,15506,"Sanders, Evan",Graduate Degree,Professional
2023,4509,15508,"Brooks, Megan",Graduate Degree,Professional
2024,4510,15509,"Washington, Zachary",Graduate Degree,Professional
2025,4511,15510,"She, Ernest",Graduate Degree,Professional
2026,4513,15512,"Hayes, Jose",Graduate Degree,Professional
2027,4514,15513,"Perez, Madeline",Graduate Degree,Professional
2028,4515,15514,"Ramirez, Angela",Graduate Degree,Professional
2029,4516,15515,"Wright, Carlos",Graduate Degree,Professional
2030,4517,15516,"Raje, Shaun",Graduate Degree,Professional
2031,4518,15517,"Edwards, Thomas",Graduate Degree,Professional
2032,4519,15518,"Bryant, Richard",Graduate Degree,Professional
2033,4520,15519,"Evans, Jennifer",Partial High School,Clerical
2034,4521,15520,"Navarro, Desiree",Bachelors,Professional
2035,4522,15521,"Deng, Kathryn",Bachelors,Skilled Manual
2036,4523,15522,"Russell, Ethan",Graduate Degree,Professional
2037,4524,15523,"Yang, Jonathan",Bachelors,Professional
2038,4525,15524,"Stone, Dalton",Bachelors,Skilled Manual
2039,4526,15525,"Gonzalez, Marie",Bachelors,Skilled Manual
2040,4528,15527,"Rivera, Megan",Bachelors,Skilled Manual
2041,4529,15528,"Ramirez, Lucas",Bachelors,Professional
2042,4530,15529,"Allen, Jason",Bachelors,Professional
2043,4532,15531,"Raji, Calvin",Bachelors,Professional
2044,4533,15532,"Jai, Marshall",Bachelors,Professional
2045,4534,15533,"Richardson, Anna",Bachelors,Professional
2046,4535,15534,"Bell, Steven",Bachelors,Professional
2047,4536,15535,"Scott, Jordan",Bachelors,Professional
2048,4538,15537,"Peterson, Destiny",Graduate Degree,Professional
2049,4539,15538,"Lal, Luis",Graduate Degree,Professional
2050,4540,15539,"Goel, Raul",Bachelors,Professional
2051,4541,15540,"Ortega, Randall",Bachelors,Professional
2052,4542,15541,"Morris, Zoe",Bachelors,Professional
2053,4543,15542,"Baker, Andrea",Bachelors,Professional
2054,4545,15544,"Brown, Thomas",Partial College,Skilled Manual
2055,4546,15545,"Rivera, Jennifer",High School,Skilled Manual
2056,4547,15546,"Jenkins, Robert",High School,Skilled Manual
2057,4548,15547,"Wood, Cassidy",Partial College,Skilled Manual
2058,4549,15548,"Brooks, Morgan",High School,Skilled Manual
2059,4551,15550,"Alonso, Orlando",Partial College,Skilled Manual
2060,4552,15551,"Gray, Kaylee",Partial College,Skilled Manual
2061,4553,15552,"Lewis, Tyler",Partial College,Skilled Manual
2062,4554,15553,"Lopez, Ivan",Graduate Degree,Professional
2063,4555,15554,"Bailey, Zoe",Graduate Degree,Professional
2064,4556,15555,"Barnes, Hailey",Partial College,Skilled Manual
2065,4558,15557,"Murphy, Nathaniel",Partial College,Skilled Manual
2066,4559,15558,"Morris, Hailey",Partial College,Skilled Manual
2067,4561,15560,"Gray, Gabrielle",Bachelors,Professional
2068,4562,15561,"Young, Angel",Bachelors,Professional
2069,4563,15562,"James, Kaitlyn",Bachelors,Professional
2070,4566,15565,"Mitchell, Kyle",Graduate Degree,Professional
2071,4569,15568,"Hayes, Aaron",Partial College,Skilled Manual
2072,4570,15569,"Ward, Morgan",Partial College,Skilled Manual
2073,4571,15570,"Powell, Brianna",Bachelors,Professional
2074,4574,15573,"Wilson, Thomas",Bachelors,Professional
2075,4575,15574,"Peterson, Carlos",Bachelors,Professional
2076,4609,15608,"James, Faith",Partial College,Clerical
2077,4619,15618,"Sharma, Gabriel",Bachelors,Skilled Manual
2078,4623,15622,"Schleger, Yvonne",High School,Manual
2079,4626,15625,"Alvarez, Clinton",Partial College,Clerical
2080,4627,15626,"White, Eduardo",Partial College,Clerical
2081,4628,15627,"Srini, Troy",Partial College,Clerical
2082,4629,15628,"Sandberg, Brianna",Bachelors,Skilled Manual
2083,4630,15629,"Ruiz, Meghan",Partial High School,Manual
2084,4634,15633,"Shan, Ashlee",Partial High School,Manual
2085,4637,15636,"White, David",Partial College,Clerical
2086,4650,15649,"Jimenez, Melinda",Bachelors,Clerical
2087,4656,15655,"Gomez, Deanna",Partial College,Manual
2088,4657,15656,"Zhao, Darryl",Partial College,Manual
2089,4660,15659,"Rivera, Angela",Partial College,Manual
2090,4665,15664,"Vazquez, Jill",Bachelors,Clerical
2091,4668,15667,"Ramos, Hector",Bachelors,Clerical
2092,4673,15672,"Nara, Kelvin",Partial College,Manual
2093,4675,15674,"Raheem, Tommy",Bachelors,Clerical
2094,4676,15675,"Alonso, Jay",Graduate Degree,Clerical
2095,4681,15680,"She, Tasha",High School,Manual
2096,4683,15682,"Garcia, Heidi",Bachelors,Management
2097,4684,15683,"Carlson, Jessie",Partial College,Professional
2098,4685,15684,"Suarez, Tyrone",Partial College,Professional
2099,4686,15685,"Vazquez, Robin",Bachelors,Management
2100,4690,15689,"Wang, Stacey",Partial College,Professional
2101,4694,15693,"Barnes, Isabel",High School,Professional
2102,4698,15697,"Morris, Julia",Partial College,Professional
2103,4699,15698,"Wang, Susan",Bachelors,Management
2104,4704,15703,"Chande, Alison",High School,Professional
2105,4705,15704,"Luo, Peter",High School,Professional
2106,4706,15705,"Simmons, Gabriel",Partial College,Management
2107,4708,15707,"Rubio, Robin",Partial College,Management
2108,4709,15708,"Jai, Nina",High School,Management
2109,4737,15736,"Raje, Sheena",Graduate Degree,Management
2110,4738,15737,"Robinson, Alexander",Graduate Degree,Management
2111,4739,15738,"Miller, Abigail",Graduate Degree,Management
2112,4740,15739,"Rogers, Garrett",Bachelors,Management
2113,4741,15740,"Kumar, Johnny",Bachelors,Management
2114,4742,15741,"Allen, Isabella",Bachelors,Management
2115,4743,15742,"Thompson, Grace",Bachelors,Management
2116,4744,15743,"Thompson, Chloe",Graduate Degree,Management
2117,4745,15744,"Gray, Angela",Graduate Degree,Management
2118,4746,15745,"Hayes, Julian",Graduate Degree,Management
2119,4747,15746,"Walker, Emily",Bachelors,Management
2120,4748,15747,"Nelson, Evan",Bachelors,Management
2121,4750,15749,"Brown, Grace",Bachelors,Management
2122,4751,15750,"Martinez, Kaitlin",Partial College,Professional
2123,4760,15759,"Brooks, Erin",Bachelors,Management
2124,4764,15763,"Young, Xavier",Partial College,Professional
2125,4769,15768,"Walker, Victoria",Graduate Degree,Management
2126,4770,15769,"Coleman, Kelly",Graduate Degree,Management
2127,4771,15770,"Brooks, Xavier",Bachelors,Management
2128,4772,15771,"Diaz, Maria",Graduate Degree,Management
2129,4773,15772,"Anderson, Christopher",Partial High School,Skilled Manual
2130,4774,15773,"Jenkins, Dylan",Partial High School,Skilled Manual
2131,4775,15774,"Kelly, Natalie",High School,Professional
2132,4776,15775,"Ward, Michelle",High School,Professional
2133,4777,15776,"Mitchell, Jesse",High School,Professional
2134,4778,15777,"Smith, Brianna",High School,Professional
2135,4779,15778,"Miller, José",Partial College,Professional
2136,4780,15779,"Hayes, Jackson",Partial College,Professional
2137,4781,15780,"McDonald, Claudia",Partial College,Professional
2138,4782,15781,"Evans, Blake",Bachelors,Management
2139,4783,15782,"Collins, Katelyn",Partial College,Professional
2140,4814,15813,"Diaz, Julian",High School,Skilled Manual
2141,4815,15814,"Subram, Monica",High School,Skilled Manual
2142,4818,15817,"Alexander, Chloe",High School,Skilled Manual
2143,4819,15818,"Perez, Stanley",High School,Skilled Manual
2144,4820,15819,"Cox, Savannah",High School,Skilled Manual
2145,4821,15820,"Ward, Chase",High School,Skilled Manual
2146,4822,15821,"Anderson, Logan",High School,Skilled Manual
2147,4825,15824,"Kumar, Lindsay",Partial High School,Clerical
2148,4826,15825,"Simmons, Angela",High School,Skilled Manual
2149,4828,15827,"Ward, Danielle",High School,Skilled Manual
2150,4835,15834,"Green, Rebecca",Partial College,Skilled Manual
2151,4836,15835,"Smith, Marcus",Partial College,Skilled Manual
2152,4837,15836,"Jackson, Devin",Partial College,Skilled Manual
2153,4838,15837,"Johnston, Julia",High School,Skilled Manual
2154,4839,15838,"Taylor, Julia",Partial College,Skilled Manual
2155,4840,15839,"Taylor, William",Partial College,Skilled Manual
2156,4841,15840,"Peterson, Natalie",Partial College,Skilled Manual
2157,4842,15841,"Shan, Luis",Bachelors,Management
2158,4843,15842,"Gray, Haley",Bachelors,Management
2159,4844,15843,"Wright, Caleb",Bachelors,Management
2160,4845,15844,"Brown, Megan",Bachelors,Management
2161,4846,15845,"Carter, Mackenzie",Bachelors,Management
2162,4850,15849,"Kelly, Destiny",Graduate Degree,Management
2163,4852,15851,"Anderson, Taylor",Graduate Degree,Management
2164,4853,15852,"Henderson, Oscar",Bachelors,Management
2165,4854,15853,"Brown, Jasmine",Bachelors,Management
2166,4855,15854,"Wood, Miranda",Bachelors,Management
2167,4862,15861,"Zhao, Damien",Partial College,Clerical
2168,4863,15862,"Narayanan, Sriniwa",Graduate Degree,Skilled Manual
2169,4866,15865,"Price, Isabel",High School,Skilled Manual
2170,4868,15867,"White, Victoria",Graduate Degree,Skilled Manual
2171,4870,15869,"Hall, Alexandra",Graduate Degree,Skilled Manual
2172,4871,15870,"Howard, Zoe",Graduate Degree,Skilled Manual
2173,4872,15871,"Jai, Ryan",Graduate Degree,Skilled Manual
2174,4874,15873,"Richardson, Hailey",Graduate Degree,Professional
2175,4876,15875,"Morris, Devin",Bachelors,Management
2176,4878,15877,"Perez, Jordan",Bachelors,Management
2177,4881,15880,"Bailey, Patrick",Bachelors,Management
2178,4883,15882,"Xie, Maurice",Bachelors,Management
2179,4884,15883,"Coleman, Tristan",Bachelors,Management
2180,4885,15884,"Bradley, Dakota",Bachelors,Management
2181,4886,15885,"Sanchez, Garrett",Bachelors,Management
2182,4887,15886,"Brown, Matthew",Bachelors,Management
2183,4888,15887,"Vazquez, Deanna",Bachelors,Management
2184,4898,15897,"Cooper, Haley",Partial College,Professional
2185,4899,15898,"Gonzalez, Isaiah",Partial College,Professional
2186,4900,15899,"James, Ian",Partial College,Professional
2187,4902,15901,"Bryant, Taylor",Partial College,Professional
2188,4903,15902,"Diaz, Robert",Partial College,Professional
2189,4904,15903,"Barnes, Abigail",Partial College,Professional
2190,4905,15904,"Bennett, Janice",Partial College,Professional
2191,4908,15907,"Bailey, Steven",Partial College,Professional
2192,4909,15908,"Wilson, David",Partial College,Professional
2193,4910,15909,"Ross, Cassidy",Partial College,Professional
2194,4911,15910,"Hughes, Caleb",Partial College,Professional
2195,4912,15911,"Baker, Maria",High School,Professional
2196,4913,15912,"Simmons, Mya",High School,Professional
2197,4915,15914,"Bryant, Logan",Partial College,Professional
2198,4916,15915,"Cox, Alex",Partial College,Professional
2199,4919,15918,"Ruiz, Roberto",Partial College,Professional
2200,4927,15926,"Deng, Donna",High School,Professional
2201,4928,15927,"Huang, Gilbert",High School,Professional
2202,4929,15928,"Pal, Priscilla",High School,Professional
2203,4933,15932,"Jimenez, Tabitha",Partial College,Professional
2204,4935,15934,"Raji, Nichole",Partial College,Professional
2205,4936,15935,"King, Amber",Graduate Degree,Management
2206,4937,15936,"Johnson, Abigail",Bachelors,Management
2207,4938,15937,"Lewis, Grace",Partial College,Professional
2208,4939,15938,"Collins, Sean",Partial College,Professional
2209,4940,15939,"Brown, Jennifer",Partial College,Professional
2210,4941,15940,"Bryant, Jack",Partial College,Professional
2211,4942,15941,"Brooks, Bailey",Bachelors,Management
2212,4945,15944,"Lu, Damien",Partial College,Professional
2213,4946,15945,"Kelly, Alexandria",Partial College,Professional
2214,4947,15946,"Wilson, Wyatt",Bachelors,Management
2215,4948,15947,"Blue, Michelle",Partial College,Professional
2216,4949,15948,"Hughes, Angela",Bachelors,Management
2217,4950,15949,"Green, Katherine",Bachelors,Management
2218,4951,15950,"Peterson, Erin",Partial College,Professional
2219,4952,15951,"Baker, Jenna",Partial College,Professional
2220,4953,15952,"Cooper, Evan",Partial College,Professional
2221,4954,15953,"Moreno, Julio",Graduate Degree,Management
2222,4955,15954,"Deng, Marshall",Partial College,Professional
2223,4956,15955,"Ortega, Neil",Bachelors,Management
2224,4957,15956,"Li, Ryan",Bachelors,Management
2225,4958,15957,"Ross, Samuel",Bachelors,Management
2226,4959,15958,"Ross, Nicole",Partial College,Professional
2227,4960,15959,"Rodriguez, Logan",Partial College,Professional
2228,4961,15960,"Bryant, Brianna",Partial College,Professional
2229,4962,15961,"Walker, Ashley",Partial College,Professional
2230,4963,15962,"Winter, Benjamin",High School,Professional
2231,4964,15963,"Smith, Madison",High School,Professional
2232,4965,15964,"Cox, Steven",Bachelors,Management
2233,4966,15965,"Watson, Jennifer",Partial College,Professional
2234,4967,15966,"Foster, Natalie",High School,Professional
2235,4968,15967,"Diaz, Dakota",High School,Professional
2236,4969,15968,"Gonzalez, Edward",High School,Professional
2237,4970,15969,"Murphy, Sean",High School,Professional
2238,4971,15970,"Thompson, Samuel",Partial High School,Skilled Manual
2239,4972,15971,"Jenkins, Ryan",Graduate Degree,Management
2240,4973,15972,"Bailey, Caitlin",Graduate Degree,Management
2241,4974,15973,"Garcia, Christopher",Graduate Degree,Management
2242,4976,15975,"Collins, Gabrielle",High School,Professional
2243,4977,15976,"Patel, Kristopher",High School,Professional
2244,4978,15977,"Harris, Julia",High School,Professional
2245,4979,15978,"Walker, Xavier",High School,Professional
2246,4980,15979,"Cook, Nicole",High School,Professional
2247,4983,15982,"Evans, Jose",Partial College,Professional
2248,4984,15983,"Ross, Alexis",Partial College,Professional
2249,4985,15984,"Wright, Nathan",Bachelors,Management
2250,4986,15985,"Johnson, Devin",Bachelors,Management
2251,4992,15991,"Taylor, David",Graduate Degree,Management
2252,4993,15992,"Alexander, Isabelle",Graduate Degree,Management
2253,4995,15994,"Blue, Olivia",Partial College,Professional
2254,4996,15995,"Johnson, Kaitlyn",Partial College,Professional
2255,4999,15998,"Flores, Marissa",Graduate Degree,Management
2256,5000,15999,"Hill, Maria",Graduate Degree,Management
2257,5002,16001,"Pal, Ricardo",Graduate Degree,Management
2258,5003,16002,"Hayes, Paige",Graduate Degree,Management
2259,5004,16003,"Robinson, Carol",Graduate Degree,Management
2260,5005,16004,"Martinez, Joe",Bachelors,Management
2261,5007,16006,"Henderson, Angelica",Graduate Degree,Management
2262,5008,16007,"Gonzalez, Janelle",Bachelors,Management
2263,5009,16008,"Allen, Morgan",Graduate Degree,Management
2264,5011,16010,"Wood, Nicole",Graduate Degree,Management
2265,5014,16013,"Williams, Xavier",Partial College,Skilled Manual
2266,5015,16014,"Wilson, Christopher",Bachelors,Management
2267,5016,16015,"Cooper, Jessica",Partial College,Skilled Manual
2268,5018,16017,"Ramirez, Jeremy",Partial College,Skilled Manual
2269,5019,16018,"Henderson, Emma",Partial College,Skilled Manual
2270,5020,16019,"Hernandez, Amber",Partial College,Skilled Manual
2271,5023,16022,"Hernandez, Devin",Partial High School,Clerical
2272,5025,16024,"Hill, Isaac",Partial College,Skilled Manual
2273,5035,16034,"Suri, Pamela",Graduate Degree,Manual
2274,5038,16037,"Kelly, Melissa",Bachelors,Manual
2275,5040,16039,"Yang, Steve",Bachelors,Manual
2276,5045,16044,"Rai, Connie",Bachelors,Manual
2277,5048,16047,"Johnson, Taylor",Partial College,Manual
2278,5049,16048,"Yang, Kelli",Partial College,Manual
2279,5050,16049,"Nara, Ashlee",Partial College,Manual
2280,5056,16055,"Lee, Ryan",Partial College,Manual
2281,5058,16057,"Gomez, Michele",Partial College,Manual
2282,5060,16059,"Carlson, Jésus",Bachelors,Clerical
2283,5061,16060,"Griffin, Antonio",Bachelors,Skilled Manual
2284,5062,16061,"Butler, Miguel",Bachelors,Skilled Manual
2285,5063,16062,"Johnson, Katherine",Bachelors,Skilled Manual
2286,5064,16063,"Kapoor, Francisco",Bachelors,Skilled Manual
2287,5065,16064,"Griffin, Isabella",Bachelors,Skilled Manual
2288,5066,16065,"Torres, Makayla",Bachelors,Skilled Manual
2289,5067,16066,"Ramirez, Alex",Bachelors,Skilled Manual
2290,5068,16067,"Butler, Maria",Bachelors,Skilled Manual
2291,5069,16068,"Shen, Jerry",Bachelors,Skilled Manual
2292,5070,16069,"Hall, Brianna",Bachelors,Skilled Manual
2293,5071,16070,"Phillips, Sierra",Graduate Degree,Professional
2294,5073,16072,"Evans, Caleb",Graduate Degree,Professional
2295,5074,16073,"Bryant, Miranda",Graduate Degree,Professional
